Unnamed: 0,Retail,Name,Category,Img,Link,Price,Quantity,Unit,Date of update,Mapped Category
1042,Rema1000,TUN I TOMAT,FISKEKONSERVES,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/36109/image/1618238061/170.jpg,https://shop.rema1000.dk/kolonial,12.0,150.0,GR.,2025-04-18,FROST
1043,Rema1000,MUSLINGER NATUREL,FISKEKONSERVES,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/36515/image/1618238063/170.jpg,https://shop.rema1000.dk/kolonial,16.5,120.0,GR.,2025-04-18,FROST
1044,Rema1000,RØGET TORSKELEVER,FISKEKONSERVES,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/34420/image/1693245606/170.jpg,https://shop.rema1000.dk/kolonial,19.95,120.0,GR.,2025-04-18,FROST
1045,Rema1000,MAYONNAISE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/460113/image/1618577359/170.jpg,https://shop.rema1000.dk/kolonial,11.95,400.0,GR.,2025-04-18,FROST
1046,Rema1000,REMOULADE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/460114/image/1618577359/170.jpg,https://shop.rema1000.dk/kolonial,11.95,400.0,GR.,2025-04-18,FROST
1047,Rema1000,TOMATKETCHUP,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110848/image/1705494325/170.jpg,https://shop.rema1000.dk/kolonial,8.5,520.0,GR.,2025-04-18,FROST
1048,Rema1000,ÆGTE MAYONNAISE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/466026/image/1738839600/170.jpg,https://shop.rema1000.dk/kolonial,12.0,375.0,GR.,2025-04-18,FROST
1049,Rema1000,RISTEDE LØG,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/119010/image/1643291225/170.jpg,https://shop.rema1000.dk/kolonial,8.95,200.0,GR.,2025-04-18,FROST
1050,Rema1000,REMOULADE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/466025/image/1738839747/170.jpg,https://shop.rema1000.dk/kolonial,12.0,375.0,GR.,2025-04-18,FROST
1051,Rema1000,MAYONNAISE LIGHT,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/460109/image/1618577358/170.jpg,https://shop.rema1000.dk/kolonial,11.95,400.0,GR.,2025-04-18,FROST
1052,Rema1000,RISTEDE LØG,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/119017/image/1712150605/170.jpg,https://shop.rema1000.dk/kolonial,6.95,100.0,GR.,2025-04-18,FROST
1053,Rema1000,REMOULADE LIGHT,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/460107/image/1618577357/170.jpg,https://shop.rema1000.dk/kolonial,11.95,400.0,GR.,2025-04-18,FROST
1054,Rema1000,KETCHUP,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110439/image/1634913101/170.jpg,https://shop.rema1000.dk/kolonial,22.5,500.0,GR.,2025-04-18,FROST
1055,Rema1000,SENNEP,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110129/image/1618490512/170.jpg,https://shop.rema1000.dk/kolonial,8.95,400.0,GR.,2025-04-18,FROST
1056,Rema1000,REAL MAYONNAISE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/109083/image/1618416550/170.jpg,https://shop.rema1000.dk/kolonial,17.95,200.0,GR.,2025-04-18,FROST
1057,Rema1000,TOMAT KETCHUP,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110803/image/1618490536/170.jpg,https://shop.rema1000.dk/kolonial,12.95,400.0,ML.,2025-04-18,FROST
1058,Rema1000,DIJON SENNEP,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110156/image/1618490513/170.jpg,https://shop.rema1000.dk/kolonial,12.95,370.0,GR.,2025-04-18,FROST
1059,Rema1000,ÆGTE MAYONNAISE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/460108/image/1721899227/170.jpg,https://shop.rema1000.dk/kolonial,14.95,150.0,GR.,2025-04-18,FROST
1060,Rema1000,ORIGINAL REMOULADE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/460208/image/1721899227/170.jpg,https://shop.rema1000.dk/kolonial,14.95,150.0,GR.,2025-04-18,FROST
1061,Rema1000,REMOULADE,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/460218/image/1721899227/170.jpg,https://shop.rema1000.dk/kolonial,36.95,800.0,GR.,2025-04-18,FROST
1062,Rema1000,CHILI MAYO,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/120040/image/1720708810/170.jpg,https://shop.rema1000.dk/kolonial,15.0,255.0,GR.,2025-04-18,FROST
1063,Rema1000,KETCHUP,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110968/image/1718012505/170.jpg,https://shop.rema1000.dk/kolonial,37.95,700.0,GR.,2025-04-18,FROST
1064,Rema1000,SØD FRANSK SENNEP,"KETCHUP, REMOULADE, MAYONNAISE M.V.",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110326/image/1618490518/170.jpg,https://shop.rema1000.dk/kolonial,9.5,400.0,GR.,2025-04-18,FROST
1065,Rema1000,KANEL GIFLER,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71284/image/1618240228/170.jpg,https://shop.rema1000.dk/kolonial,20.25,300.0,GR.,2025-04-18,BRØD
1066,Rema1000,DIGESTIVE,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71206/image/1647788676/170.jpg,https://shop.rema1000.dk/kolonial,6.95,400.0,GR.,2025-04-18,BRØD
1067,Rema1000,CITRONMÅNE,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/72826/image/1648999242/170.jpg,https://shop.rema1000.dk/kolonial,20.5,350.0,GR.,2025-04-18,BRØD
1068,Rema1000,RISKIKS MED HAVSALT,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71586/image/1725453449/170.jpg,https://shop.rema1000.dk/kolonial,4.95,100.0,GR.,2025-04-18,BRØD
1069,Rema1000,MARIE KIKS,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71035/image/1645454652/170.jpg,https://shop.rema1000.dk/kolonial,4.25,200.0,GR.,2025-04-18,BRØD
1070,Rema1000,CREAM COOKIES,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71667/image/1674033904/170.jpg,https://shop.rema1000.dk/kolonial,10.0,230.0,GR.,2025-04-18,BRØD
1071,Rema1000,HUMLUM,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/73011/image/1708694564/170.jpg,https://shop.rema1000.dk/kolonial,9.0,225.0,GR.,2025-04-18,BRØD
1072,Rema1000,KAMMERJUNKERE,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/72708/image/1692284567/170.jpg,https://shop.rema1000.dk/kolonial,8.5,300.0,GR.,2025-04-18,BRØD
1073,Rema1000,TARTELETTER,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/73005/image/1618240286/170.jpg,https://shop.rema1000.dk/kolonial,9.75,120.0,GR.,2025-04-18,BRØD
1074,Rema1000,CORNY BIG,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/73099/image/1621676979/170.jpg,https://shop.rema1000.dk/kolonial,10.5,50.0,GR.,2025-04-18,BRØD
1075,Rema1000,SANDWICHKIKS,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/74257/image/1735641314/170.jpg,https://shop.rema1000.dk/kolonial,19.95,500.0,GR.,2025-04-18,BRØD
1076,Rema1000,LU PRINCE,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/70124/image/1687773976/170.jpg,https://shop.rema1000.dk/kolonial,22.95,300.0,GR.,2025-04-18,BRØD
1077,Rema1000,RICE UP RISBAR,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71894/image/1705396105/170.jpg,https://shop.rema1000.dk/kolonial,5.0,18.0,GR.,2025-04-18,BRØD
1078,Rema1000,MAZARINTÆRTE,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/75923/image/1672834333/170.jpg,https://shop.rema1000.dk/kolonial,16.5,275.0,GR.,2025-04-18,BRØD
1079,Rema1000,TRÆSTAMMER,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71857/image/1705055952/170.jpg,https://shop.rema1000.dk/kolonial,13.5,200.0,GR.,2025-04-18,BRØD
1080,Rema1000,ROMKUGLER,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/72410/image/1621678669/170.jpg,https://shop.rema1000.dk/kolonial,14.95,225.0,GR.,2025-04-18,BRØD
1081,Rema1000,BARS CHOKO./HASSEL.,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71010/image/1630489512/170.jpg,https://shop.rema1000.dk/kolonial,11.95,150.0,GR.,2025-04-18,BRØD
1082,Rema1000,BARS CHOKO./PEANU.,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/71012/image/1630489576/170.jpg,https://shop.rema1000.dk/kolonial,11.95,150.0,GR.,2025-04-18,BRØD
1083,Rema1000,RASP,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/92120/image/1618413779/170.jpg,https://shop.rema1000.dk/kolonial,6.95,500.0,GR.,2025-04-18,BRØD
1084,Rema1000,HAVREKIKS,"KIKS, KAGER & KNÆKBRØD",https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/70117/image/1618240126/170.jpg,https://shop.rema1000.dk/kolonial,12.0,250.0,GR.,2025-04-18,BRØD
1085,Rema1000,HAKKEDE TOMATER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/108341/image/1618416532/170.jpg,https://shop.rema1000.dk/kolonial,5.95,400.0,GR.,2025-04-18,KONSERVES & SURVARER
1086,Rema1000,ANANASSTYKKER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/101447/image/1736417900/170.jpg,https://shop.rema1000.dk/kolonial,5.5,140.0,GR.,2025-04-18,KONSERVES & SURVARER
1087,Rema1000,TOMAT PASTA,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/111408/image/1618490537/170.jpg,https://shop.rema1000.dk/kolonial,4.95,140.0,GR.,2025-04-18,KONSERVES & SURVARER
1088,Rema1000,HAKKEDE TOMATER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110328/image/1618490519/170.jpg,https://shop.rema1000.dk/kolonial,6.5,400.0,GR.,2025-04-18,KONSERVES & SURVARER
1089,Rema1000,MAJS,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/100425/image/1711537939/170.jpg,https://shop.rema1000.dk/kolonial,7.5,285.0,GR.,2025-04-18,KONSERVES & SURVARER
1090,Rema1000,KOKOSMÆLK,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/120171/image/1661254013/170.jpg,https://shop.rema1000.dk/kolonial,8.95,400.0,ML.,2025-04-18,KONSERVES & SURVARER
1091,Rema1000,KIKÆRTER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/100042/image/1618416364/170.jpg,https://shop.rema1000.dk/kolonial,7.5,240.0,GR.,2025-04-18,KONSERVES & SURVARER
1092,Rema1000,CHAMPIGNON SKIVER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/108225/image/1618416530/170.jpg,https://shop.rema1000.dk/kolonial,7.25,170.0,GR.,2025-04-18,KONSERVES & SURVARER
1093,Rema1000,KARTOFLER I GLAS,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/108513/image/1618416534/170.jpg,https://shop.rema1000.dk/kolonial,8.25,425.0,GR.,2025-04-18,KONSERVES & SURVARER
1094,Rema1000,ASPARGESSNITTER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/100166/image/1618416376/170.jpg,https://shop.rema1000.dk/kolonial,12.95,270.0,GR.,2025-04-18,KONSERVES & SURVARER
1095,Rema1000,FLÅEDE TOMATER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110329/image/1618490520/170.jpg,https://shop.rema1000.dk/kolonial,5.95,400.0,GR.,2025-04-18,KONSERVES & SURVARER
1096,Rema1000,MAJS,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/100797/image/1734695863/170.jpg,https://shop.rema1000.dk/kolonial,35.95,420.0,GR.,2025-04-18,KONSERVES & SURVARER
1097,Rema1000,HVIDE BØNNER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/107914/image/1618416527/170.jpg,https://shop.rema1000.dk/kolonial,6.95,420.0,GR.,2025-04-18,KONSERVES & SURVARER
1098,Rema1000,KIDNEYBØNNER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/100098/image/1618416369/170.jpg,https://shop.rema1000.dk/kolonial,7.5,252.0,GR.,2025-04-18,KONSERVES & SURVARER
1099,Rema1000,TOMAT PASSATA,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/110325/image/1618490518/170.jpg,https://shop.rema1000.dk/kolonial,8.5,500.0,GR.,2025-04-18,KONSERVES & SURVARER
1100,Rema1000,JORDBÆRGRØD,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/106664/image/1700223401/170.jpg,https://shop.rema1000.dk/kolonial,11.5,500.0,GR.,2025-04-18,KONSERVES & SURVARER
1101,Rema1000,COCKTAILPØLSER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/107310/image/1618416525/170.jpg,https://shop.rema1000.dk/kolonial,10.95,115.0,GR.,2025-04-18,KONSERVES & SURVARER
1102,Rema1000,RØDBEDER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/104170/image/1637939002/170.jpg,https://shop.rema1000.dk/kolonial,14.0,375.0,GR.,2025-04-18,KONSERVES & SURVARER
1103,Rema1000,ASPARGESSNITTER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/100534/image/1618416405/170.jpg,https://shop.rema1000.dk/kolonial,12.0,240.0,GR.,2025-04-18,KONSERVES & SURVARER
1104,Rema1000,HAKKEDE TOMATER,KONSERVES & SURVARER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/108334/image/1618416532/170.jpg,https://shop.rema1000.dk/kolonial,7.5,400.0,GR.,2025-04-18,KONSERVES & SURVARER
1105,Rema1000,SALT M/JOD,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/93612/image/1618414003/170.jpg,https://shop.rema1000.dk/kolonial,4.4,800.0,GR.,2025-04-18,KRYDDERIER
1106,Rema1000,SALT M/ JOD,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/93605/image/1618414003/170.jpg,https://shop.rema1000.dk/kolonial,4.75,1.0,KG.,2025-04-18,KRYDDERIER
1107,Rema1000,KARRY PULVER,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90909/image/1618413718/170.jpg,https://shop.rema1000.dk/kolonial,5.95,90.0,GR.,2025-04-18,KRYDDERIER
1108,Rema1000,HELE SORTE PEBERKORN,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90924/image/1618413721/170.jpg,https://shop.rema1000.dk/kolonial,8.95,100.0,GR.,2025-04-18,KRYDDERIER
1109,Rema1000,MILD PAPRIKA,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90293/image/1618413645/170.jpg,https://shop.rema1000.dk/kolonial,5.95,100.0,GR.,2025-04-18,KRYDDERIER
1110,Rema1000,TØRRET TIMIAN,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90481/image/1618413667/170.jpg,https://shop.rema1000.dk/kolonial,4.95,30.0,GR.,2025-04-18,KRYDDERIER
1111,Rema1000,OREGANO,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90925/image/1618413721/170.jpg,https://shop.rema1000.dk/kolonial,5.95,25.0,GR.,2025-04-18,KRYDDERIER
1112,Rema1000,STØDT SORT PEBER,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90930/image/1618413722/170.jpg,https://shop.rema1000.dk/kolonial,5.45,100.0,GR.,2025-04-18,KRYDDERIER
1113,Rema1000,SPIDSKOMMEN,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90039/image/1645788006/170.jpg,https://shop.rema1000.dk/kolonial,19.95,33.0,GR.,2025-04-18,KRYDDERIER
1114,Rema1000,AROMAT,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/93425/image/1618414000/170.jpg,https://shop.rema1000.dk/kolonial,17.95,90.0,GR.,2025-04-18,KRYDDERIER
1115,Rema1000,LAURBÆRBLADE,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90928/image/1618413721/170.jpg,https://shop.rema1000.dk/kolonial,3.75,7.5,GR.,2025-04-18,KRYDDERIER
1116,Rema1000,OREGANO,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90140/image/1618413632/170.jpg,https://shop.rema1000.dk/kolonial,5.83,10.0,GR.,2025-04-18,KRYDDERIER
1117,Rema1000,MIDDELHAVSSALT,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/93637/image/1618414004/170.jpg,https://shop.rema1000.dk/kolonial,9.95,900.0,GR.,2025-04-18,KRYDDERIER
1118,Rema1000,SORT PEBER,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90929/image/1618413722/170.jpg,https://shop.rema1000.dk/kolonial,10.95,50.0,GR.,2025-04-18,KRYDDERIER
1119,Rema1000,STØDT KANEL,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90927/image/1618413721/170.jpg,https://shop.rema1000.dk/kolonial,7.95,70.0,GR.,2025-04-18,KRYDDERIER
1120,Rema1000,ISLANDSK FLAGESALT,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/93632/image/1618414004/170.jpg,https://shop.rema1000.dk/kolonial,32.95,250.0,GR.,2025-04-18,KRYDDERIER
1121,Rema1000,BASILIKUM,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90926/image/1618413721/170.jpg,https://shop.rema1000.dk/kolonial,4.95,25.0,GR.,2025-04-18,KRYDDERIER
1122,Rema1000,SØD PAPRIKA,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/90138/image/1618413631/170.jpg,https://shop.rema1000.dk/kolonial,8.95,45.0,GR.,2025-04-18,KRYDDERIER
1123,Rema1000,ALLROUND KRYDDERI,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/99987/image/1618414195/170.jpg,https://shop.rema1000.dk/kolonial,31.95,120.0,GR.,2025-04-18,KRYDDERIER
1124,Rema1000,BORDSALT M/JOD,KRYDDERIER,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/93615/image/1618414003/170.jpg,https://shop.rema1000.dk/kolonial,4.95,125.0,GR.,2025-04-18,KRYDDERIER
1125,Rema1000,PLANTEFEDTSTOF,MARGARINE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/231625/image/1618570607/170.jpg,https://shop.rema1000.dk/kolonial,10.95,500.0,ML.,2025-04-18,MARGARINE
1126,Rema1000,MARGARINE,MARGARINE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/230441/image/1687257458/170.jpg,https://shop.rema1000.dk/kolonial,10.95,500.0,GR.,2025-04-18,MARGARINE
1127,Rema1000,FLYDENDE MARGARINE,MARGARINE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/231613/image/1631283243/170.jpg,https://shop.rema1000.dk/kolonial,17.95,500.0,ML.,2025-04-18,MARGARINE
1128,Rema1000,STEGE OG BAGE MARGARINE,MARGARINE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/230000/image/1631283330/170.jpg,https://shop.rema1000.dk/kolonial,17.95,500.0,GR.,2025-04-18,MARGARINE
1129,Rema1000,PLANTEMARGARINE,MARGARINE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/231620/image/1687257530/170.jpg,https://shop.rema1000.dk/kolonial,8.95,400.0,GR.,2025-04-18,MARGARINE
1130,Rema1000,PALMIN,MARGARINE,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/232130/image/1618570611/170.jpg,https://shop.rema1000.dk/kolonial,28.95,500.0,GR.,2025-04-18,MARGARINE
1131,Rema1000,PÅLÆGSCHOKOLADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/82913/image/1695370465/170.jpg,https://shop.rema1000.dk/kolonial,22.43,120.0,GR.,2025-04-18,KØD & PÅLÆG
1132,Rema1000,PÅLÆGSCHOKOLADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/82914/image/1669026858/170.jpg,https://shop.rema1000.dk/kolonial,22.43,120.0,GR.,2025-04-18,KØD & PÅLÆG
1133,Rema1000,HASSELNØDDECREME,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/83671/image/1622803552/170.jpg,https://shop.rema1000.dk/kolonial,26.95,400.0,GR.,2025-04-18,KØD & PÅLÆG
1134,Rema1000,JORDBÆRMARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105030/image/1618416505/170.jpg,https://shop.rema1000.dk/kolonial,12.85,400.0,GR.,2025-04-18,KØD & PÅLÆG
1135,Rema1000,HINDBÆRMARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105032/image/1618416506/170.jpg,https://shop.rema1000.dk/kolonial,12.85,400.0,GR.,2025-04-18,KØD & PÅLÆG
1136,Rema1000,HONNING,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/106819/image/1618416522/170.jpg,https://shop.rema1000.dk/kolonial,18.95,425.0,GR.,2025-04-18,KØD & PÅLÆG
1137,Rema1000,NUTELLA,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/83594/image/1632730456/170.jpg,https://shop.rema1000.dk/kolonial,45.95,350.0,GR.,2025-04-18,KØD & PÅLÆG
1138,Rema1000,JORDBÆR RABARBER,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105038/image/1618416506/170.jpg,https://shop.rema1000.dk/kolonial,12.85,400.0,GR.,2025-04-18,KØD & PÅLÆG
1139,Rema1000,JORDBÆR MARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105117/image/1739436865/170.jpg,https://shop.rema1000.dk/kolonial,12.0,270.0,GR.,2025-04-18,KØD & PÅLÆG
1140,Rema1000,APPELSINMARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105036/image/1618416506/170.jpg,https://shop.rema1000.dk/kolonial,10.6,400.0,GR.,2025-04-18,KØD & PÅLÆG
1141,Rema1000,SOLBÆRMARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105034/image/1618416506/170.jpg,https://shop.rema1000.dk/kolonial,15.5,400.0,GR.,2025-04-18,KØD & PÅLÆG
1142,Rema1000,JORDBÆRMARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/106256/image/1739437076/170.jpg,https://shop.rema1000.dk/kolonial,18.95,800.0,GR.,2025-04-18,KØD & PÅLÆG
1143,Rema1000,PEANUT BUTTER,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/85142/image/1660142803/170.jpg,https://shop.rema1000.dk/kolonial,24.95,340.0,GR.,2025-04-18,KØD & PÅLÆG
1144,Rema1000,CREMET JORDBÆR,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/101240/image/1666950094/170.jpg,https://shop.rema1000.dk/kolonial,13.25,280.0,GR.,2025-04-18,KØD & PÅLÆG
1145,Rema1000,BOYSENBÆR MARM.,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105179/image/1739436943/170.jpg,https://shop.rema1000.dk/kolonial,12.0,270.0,GR.,2025-04-18,KØD & PÅLÆG
1146,Rema1000,PÅLÆGSCHOKOLADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/83370/image/1618302107/170.jpg,https://shop.rema1000.dk/kolonial,48.95,216.0,GR.,2025-04-18,KØD & PÅLÆG
1147,Rema1000,MARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105199/image/1618416511/170.jpg,https://shop.rema1000.dk/kolonial,19.95,415.0,GR.,2025-04-18,KØD & PÅLÆG
1148,Rema1000,HINDBÆR MARMELADE,MARMELADE & CHOKOLADE PÅLÆG M.V.,https://api.digital.rema1000.dk/api/v1/catalog/store/1/item/105116/image/1739436789/170.jpg,https://shop.rema1000.dk/kolonial,12.0,270.0,GR.,2025-04-18,KØD & PÅLÆG
