Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update,Name Cleaned
Coop,365 Minirisk opvaskemiddel,9,,https://image-transformer-api.tjek.com/?_id=v2&h=362&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fbcb73f1a668f373a9b29db459d9a4446&w=378&s=6c13a1c0fc010c47b5405ed7e3b665bb,,500,ml,2025-04-27,minirisk opvaskemiddel
Coop,365 Minirisk afspændingsmiddel,12,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd949539683dd1f6f0214ab8b95fb8dc0&w=378&s=544a51404cca797a89ab03ac5ade7237,,500,ml,2025-04-27,minirisk afspændingsmiddel
Coop,365 Minirisk flydende vaskemiddel,20,,https://image-transformer-api.tjek.com/?_id=v2.6&h=485&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fedd731084afe7f4cdfe38497cac9f59a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F97562fe1f8c47a5a1c26b700018eb79f%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff8d415d074e7094b9a1c6e779b6240ab%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fcf83f79d3e3c429707ee4f8a3425fa8c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F6bae35967846870f2e14343030266ac7&w=656&s=955232e5cfe2123468ac33f76e308589,,1000,ml,2025-04-27,minirisk flydende vaskemiddel
Coop,Knivsæt 3 dele*,2025-04-27,,,,,,,knivsæt dele
Coop,Designservietter,10,,https://image-transformer-api.tjek.com/?_id=v2&h=390&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff425e20a08aeb490df95847b010f421d&w=528&s=f9605a7dad8f0b1ba625d7aaf9de4e95,,20,stk,2025-04-27,designservietter
Coop,Opbevaringsbøtter*,2025-04-27,,,,,,,opbevaringsbøtter
Coop,Sæt med køkkenvægt og minutur*,2025-04-27,,,,,,,sæt med køkkenvægt og minutur
Coop,Holm pizzahjul*,2025-04-27,,,,,,,holm pizzahjul
Coop,Målekande med 4 måleskeer*,2025-04-27,,,,,,,målekande med måleskeer
Coop,Rivejern med opsamler*,2025-04-27,,,,,,,rivejern med opsamler
Coop,Sengetøj i 2 længder*,2025-04-27,,,,,,,sengetøj i længder
Coop,Kunstige blomster*,2025-04-27,,,,,,,kunstige blomster
Coop,Flettede kurve*,2025-04-27,,,,,,,flettede kurve
Coop,Stor sæbedispenser,2025-04-27,,,,,,,stor sæbedispenser
Coop,bakke*,2025-04-27,,,,,,,bakke
Coop,Køkkentekstil*,2025-04-27,,,,,,,køkkentekstil
Coop,Jacquarddug*,2025-04-27,,,,,,,jacquarddug
