Retail,Name,Price,Category,Img,Link,Quantity,Unit,Date of Update
Coop,Fettuccine spinat,9,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Ff75e096ed3f38c66146d6f66e83ca359&w=252&s=75d3552886cf0aaa2bdbc238d1f6839a,,250,g,2025-04-18
Coop,Fersk dej,10,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fdf4f767307b54fa67a41540a23db0dd7&w=252&s=46988800dc97b132c5aa8fd391062a4b,,275-400,g,2025-04-18
Coop,100% Grenache,49,,https://image-transformer-api.tjek.com/?_id=v2&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa8c4212064406948d6d95e86042494fc&w=174&s=a341cf856bb8e82932df72365c9bd9c7,,75,cl,2025-04-18
Coop,Pesto,10,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fb14851fe538fbc1722f9313a372a0d11&w=552&s=18b945dfe643c75ff7097040ae84b5e4,,190,g,2025-04-18
Coop,Adventuros*,11,,https://image-transformer-api.tjek.com/?_id=v2.6&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fdf5cdf351cf4170b9c43fb377798fc71%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F82fe43768d9e1365c11aa4ec3c488a87%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F12c44ab41aed2c48a18dd735faf18fdd&w=552&s=1c184b2c4b8c7bf54ef3cafd40e7c413,,90,g,2025-04-18
Coop,Hundelegetøj*,29,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Faa69bc884935374db87e3b4c8c74ee42%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe930f25a24599de3274d69ebdb248fa4&w=552&s=75b5b35201de0c6bbaef98b6e405fadd,,,,2025-04-18
Coop,Dogman hundeshampoo*,35,,https://image-transformer-api.tjek.com/?_id=v2&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F1eb6b75c8ea10819a89fc827f7667595&w=252&s=1d5c80475f1110b03178ab5a8d16f91f,,250,ml,2025-04-18
Coop,Dogman lollipop eller spinner,8,,https://image-transformer-api.tjek.com/?_id=v2.6&h=222&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F02daeda01946f7ed357786a65f66ff61%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fd4f91135f37b9763117a581036cd1eaf&w=252&s=78e997fb32806c685e761f49d30b95ad,,17-34,g,2025-04-18
Coop,Pedigree small tørkost*,69,,https://image-transformer-api.tjek.com/?_id=v2&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe39b089be4f81df213ad3f2e7b98bdb4&w=172&s=d5b8a850ce7ce4b891f4d55f036e9dfc,,2,kg,2025-04-18
Coop,Skærebræt*,25,,https://image-transformer-api.tjek.com/?_id=v2&h=323&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F764aeac528feac3a7347af5008780f98&w=265&s=39fc3b53b65df4ca995309493323937e,,,,2025-04-18
Coop,Derma solcreme*,65,,https://image-transformer-api.tjek.com/?_id=v2.6&h=631&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F17db959acc6a3b111622c272b4cc0d16%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F527bd95ce3f6ff56b0c01bd8ce2514cf%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9ed22718462c9085952270c90262e33c%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F99091b6b7f64cb995d56904591fb79b8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F6a9535b41d26727cbc953ac23cc605f1&w=552&s=370a16a41ca907741683ff31ccc37585,,150-200,ml,2025-04-18
Coop,"Palmolive deo roll-on, håndsæbe eller shower gel*",12,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fc15617ff010ad98324b59e97a85a0090%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F2a25cf9a6d7afbd1c9fd608b0cc7c123%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F9b2d76ae858b6ccb758c02e6e162eabe%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F439815e203db7b46e09684860c4371fc%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F67bc5dec85d002819374cc783812058d&w=552&s=b1be80714fe5a8f7c5dd99f86d22b901,,50-300,ml,2025-04-18
Coop,Longo Vital eller HUSK*,109,,https://image-transformer-api.tjek.com/?_id=v2.6&h=241&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F56320917b14d8fcf84e1db8cd24aa1e8%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fafb216645aed540f099c4dcb935438b4%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F028daa9a0dcf462c16c835cadb49ea38%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa1908f0a9ab9ecd2e4b19cf1b601789a%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F387ab1ec9bde8aed82699bd85d7da716&w=252&s=22c73462221efce061ab145b94eabfab,,180-225,stk,2025-04-18
Coop,365 toiletpapir eller køkkenrulle*,20,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F442668753eed3b054d9b2bd07c421b61%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F43da13b10ab23527c10ee4e628b8f86e&w=252&s=c0c3e555997f23b311d9e8bb3ede33a9,,594-679,g,2025-04-18
Coop,Neophos opvasketabs*,89,,https://image-transformer-api.tjek.com/?_id=v2.6&h=260&u=s3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fa42ef2891811231105b2b0f1e35d85c7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F227267508d5899ef0b57a858a90201e7%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2Fe1b5e5fe063eade3d9c2b34949ef5d43%2Cs3%3A%2F%2Fsgn-prd-bumblebee%2Ffeed-images%2F40f194ad0bfd84becf20f76c87d11be3&w=1152&s=2f394015662572f81a7ae5f230dde440,,45-70,stk,2025-04-18
